StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,mTurkID,age,age_1_TEXT,sex,ethnic,educ,income,politic,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Article01,Article02,Article03,Article04,Article05,Article06,Article07,Article08,Article09,Article10,Article11,Article12,Article13,Article14,Article15,Article16,Article17,Article18,Article19,Article20,Q44,mTurkCor,comment,Condition,mTurkCor - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"This study examines fake news. Articles that entirely fabricate information, disseminate deceptive content, or
grossly distort actual news reports are considered fake news. Fake news is hard to spot. 


We are studying several training methods that are supposed
to make people better at spotting fake news. If you participate in this study,
you may be exposed to one of these training methods. We’d like you to pay
attention to the training. Evaluating the effectiveness of the training is the
whole point of the study!

You’ll also be asked some basic demographic information like
gender, ethnic background, political leaning, age and a few others. You do not
have to answer these if you don’t want to. We ask these questions in case they
have an impact on results. If they do, we can account for their effect and not
let them distract from our ability to evaluate the training.


After you take the training, you’ll then perform a test
where you will classify 20 articles into one of five categories. You will get 10 cents for each article categorized incorrectly and 50 cents for each article
classified correctly, which means you can get up to $10 for classifying all articles
correctly. Most people will earn around $6. We think this will take about 30-45 minutes to complete. 


Your participation is voluntary. You can withdraw at any
time, although this may affect your opportunity to earn money. The articles you are asked to classify will sometimes be about topics that are controversial. Topics covered include abortion, vaccines, politics, religion, and censorship on the internet. Risks associated with this study are about the same as if you were to see a controversial article in your social media feed that you may not agree with. If you have any questions regarding this study before you start,
you may contact Dr James Kajdasz at james.kajdasz@berkeley.edu.",Please enter your Amazon Mechanical Turk Worker ID. You can find this in your mTurk Dashboard or the upper left hand corner of your mTurk worker website. We'll use this information to match your survey answers to your mTurk account so you can be rewarded the appropriate amount.,How old are you? - Selected Choice,How old are you? - Enter age in years - Text,What is your gender?,What is your ethnicity?,"What
is the highest level of education you have completed?",What is your approximate average household income?,How would you prefer your political affiliation?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Article01,Article02,Article03,Article04,Article05,Article06,Article07,Article08,Article09,Article10,Article11,Article12,Article13,Article14,Article15,Article16,Article17,Article18,Article19,"____________________________________________________________________________________Facebook Lifts Ban on Paid Ads for Pro-Life Film Produced by MLK's Niece After Appeal
Website: christianpost.com  
URL: https://www.christianpost.com/news/facebook-bans-paid-ads-pro-life-film-produced-by-mlk-niece-214143/ 
Author: Samuel Smith
UPDATE 11:40 a.m. ET Jan. 18: Facebook said Thursday that it has lifted its ban on paid ads for a fundraising effort connected to Alveda King's upcoming documentary that highlights the ""real untold story"" of abortion in the United States and the history of eugenics associated with Planned Parenthood.In an emailed statement to The Christian Post, Facebook said the pro-life ad was originally disapproved in error and was correctly approved upon appeal. At this time, all ads connected to the ""Roe v. Wade"" movie page are running.Facebook also said that abilities of all the administrators for the page will be fully restored after being temporarily blocked for so-called ""spam behavior.""
Original report:Martin Luther King Jr.'s niece is speaking out against Facebook's decision to ban paid ads for a fundraising effort connected to her upcoming documentary that highlights the ""real untold story"" of abortion in the United States and the history of eugenics associated with Planned Parenthood.
Alveda King, a prominent Christian conservative and pro-life activist who serves as director of civil rights for the unborn at Priests for Life, spoke with Family Research Council's Tony Perkins during a special National Religious Freedom Day broadcast of his radio show on Tuesday and explained that Facebook pulled down paid ads and is blocking shares for her upcoming film, ""Roe v, Wade.""
Named after the 1973 U.S. Supreme Court decision that legalized elective abortions, the documentary stars Hollywood actor Jon Voight and is said to be the first movie ever to expose ""the real untold story of how people lied; how the media lied; and how the courts were manipulated to pass a law that has since killed over 60 million Americans.""
Expand | Collapse (Photo: Reuters/Mary F. Calvert) Alveda King, founder of Alveda King Ministries, speaks during an ""I Have a Dream"" Gospel brunch at the Willard InterContinental Hotel in Washington, D.C., on August 25, 2013.
""There is a new movie coming out — 'Roe v. Wade.' I am one of the executive producers. Facebook has pulled down our ads, the paid ads and any mention of the non-paid ads,"" King said while addressing the topic of religious freedom. ""They do not want the message of the injustice of abortion broadcast and they are trying to block that.""
King is referring to Facebook's blocking of ads promoting the movie's Indiegogo crowdfunding account. Thus far, the movie has raised just under $44,000 out of its stated goal of $2 million.
""That is another violation of religious freedom. It's very discriminatory,"" she continued. ""So, when we are denied the opportunity and the right to proclaim the Gospel freely in this nation that was founded upon ... that right, it's a terrible injustice. My uncle did say injustice anywhere is a threat to justice everywhere. I know we can all agree. It's wrong to take the life of a baby in the womb. It's wrong to silence those voices of people who want to proclaim our faith and all of those aren't just civil rights injustices, but they are an injustice against God's will.""
According to an update on the crowdfunding page, ""Facebook has banned us from inviting friends to 'Like' our page and from 'Sharing' our PAID ads.""The Christian Post has reached out to Facebook for comment on the situation. A response is pending.""It is outrageous that Facebook purports to be apolitical when there have been trends of blocking pages of conservative causes, such as our 'Roe v. Wade' movie page,"" fellow executive producer Jalesia McQueen told Breitbart in a statement.
The news comes as Facebook is frequently criticized for having bias against and censoring conservative Christians.Earlier this month, Facebook unpublished the popular Facebook page of Warriors for Christ ministry, which had over 225,000 followers and spoke critically of things like homosexuality, transgenderism and abortion. Facebook told The Christian Post that the page was removed because it violated its policies on hate speech and bullying.
Additionally, Facebook refused to take action this week after popular Christian mommy blogger Elizabeth Johnston, best known as ""The Activist Mommy,"" voiced concern with a Facebook group that was titled ""I will find Activist Mommy and burn whoever runs it alive.""Officials of the social media giant ruled that the group did not violate Facebook community standards because it was determined that the group was ""satirical.""
""With 2 billion users, it can be argued that Facebook has become a public utility and thus cannot discriminate against users based upon their political or religious views,"" Johnston told CP on Tuesday. ""Conservative users who don't tow the liberal line on issues like Islam, abortion, and homosexuality are repeatedly banned and silenced in an Orwellian manner for expressing their valid concerns, thus causing conservatives to cry out for an alternative platform that welcomes the free exchange of ideas.""",Earlier you told us that your mTurk worker ID is [QID41-ChoiceTextEntryValue].  Is this correct?,What is your correct mTurk Worker ID?,"You're done! Thank you for your attention! Is there anything you'd like to tell the researchers, or any questions you'd like to have answered? If you want a reply, enter an e-mail address.
 

Your mTurk Completion Code is:    Gravey
You will receive $2 once you complete the survey. You will receive an additional bonus which will depend on your performance in the task.",Condition,mTurkCor - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1""}","{""ImportId"":""QID41_TEXT""}","{""ImportId"":""QID2""}","{""ImportId"":""QID2_1_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID38_FIRST_CLICK""}","{""ImportId"":""QID38_LAST_CLICK""}","{""ImportId"":""QID38_PAGE_SUBMIT""}","{""ImportId"":""QID38_CLICK_COUNT""}","{""ImportId"":""QID36_FIRST_CLICK""}","{""ImportId"":""QID36_LAST_CLICK""}","{""ImportId"":""QID36_PAGE_SUBMIT""}","{""ImportId"":""QID36_CLICK_COUNT""}","{""ImportId"":""QID9""}","{""ImportId"":""QID12""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28""}","{""ImportId"":""QID29""}","{""ImportId"":""QID30""}","{""ImportId"":""QID68""}","{""ImportId"":""QID44""}","{""ImportId"":""QID45_TEXT""}","{""ImportId"":""QID46_TEXT""}","{""ImportId"":""Condition""}","{""ImportId"":""QID45_TEXT_0864ea6afbf74595907b67a9Topics""}"
7/20/2019 10:56,7/20/2019 11:08,0,98.163.31.97,100,749,1,7/20/2019 11:08,R_2Vt1cwJIEo2wNfN,,,,,37.30290222,-79.93219757,anonymous,EN,1,A2BW6WD7LZ9EGV,1,29,1,5,6,1,5,2.31,429.967,430.297,3,,,,,2,3,2,3,2,2,4,2,1,1,1,2,3,4,4,4,2,3,3,3,1,,,T1,
7/20/2019 10:57,7/20/2019 11:14,0,184.89.129.208,100,1038,1,7/20/2019 11:14,R_8uLuKXS94L6wrRv,,,,,28.49859619,-81.53530121,anonymous,EN,1,AXMPSUNKUBEIL,1,37,1,5,6,2,4,,,,,,,,,2,3,2,2,4,2,2,3,1,1,1,4,4,4,4,3,3,5,4,5,1,,,C,
7/20/2019 11:06,7/20/2019 11:27,0,98.153.62.110,100,1256,1,7/20/2019 11:27,R_1M5MvbJA8NKVF4a,,,,,37.75100708,-97.8219986,anonymous,EN,1,A2JP8W265WCC35,1,49,2,5,6,2,5,21.973,21.973,225.345,1,,,,,1,2,2,2,4,2,2,2,1,1,1,3,2,4,1,4,3,5,5,4,1,,,T1,
7/20/2019 11:15,7/20/2019 11:35,0,174.26.226.149,100,1209,1,7/20/2019 11:35,R_2agILTqLpCq7iom,,,,,33.25050354,-111.8581009,anonymous,EN,1,A207IHY6GERCFO,1,36,1,5,7,1,1,,,,,,,,,2,4,3,3,3,3,3,2,1,1,1,4,4,4,3,3,5,4,5,4,1,,n,C,
7/20/2019 11:00,7/20/2019 11:46,0,73.236.40.189,100,2767,1,7/20/2019 11:46,R_QmjHV6W5Js2qP8l,,,,,41.02409363,-80.34539795,anonymous,EN,1,A1V2H0UF94ATWY,1,59,1,5,6,2,4,,,,,,,,,5,3,2,2,4,2,2,2,1,1,1,3,3,5,3,3,4,5,4,3,1,,,C,
7/20/2019 11:27,7/20/2019 11:47,0,76.185.183.214,100,1243,1,7/20/2019 11:47,R_20OJHpQo6p4QggH,,,,,29.39590454,-98.47609711,anonymous,EN,1,A3RYI5HXC2MJLN,1,38,1,4,6,1,4,,,,,,,,,5,4,4,5,5,5,2,3,1,1,1,3,5,3,4,4,5,5,4,2,1,,FAKERS,C,
7/20/2019 12:14,7/20/2019 12:30,0,24.13.174.184,100,978,1,7/20/2019 12:30,R_3LbApG7lNPNH095,,,,,41.89199829,-87.64160156,anonymous,EN,1,APGX2WZ59OWDN,1,25,2,5,7,2,5,95.163,202.784,203.612,7,,,,,3,4,3,2,3,2,2,2,1,1,1,4,4,5,3,3,3,5,5,4,1,,,T1,
7/20/2019 11:46,7/20/2019 12:33,0,24.98.50.114,100,2765,1,7/20/2019 12:33,R_2VR89KPnNW9SzTT,,,,,33.25489807,-84.27279663,anonymous,EN,1,A19CB2C4GY4C60,1,31,1,3,6,2,2,,,,,,,,,4,3,2,4,4,2,3,2,1,1,1,5,4,3,3,3,4,5,5,4,1,,,C,
